fax	faks, fax
debug	debug
debugging	debug, debugging, pengawakutuan
debut	debut, debutnya
debutante	debutan
debuted	debut, debutnya
debuts	debut
debye	debye
dec	desember, dec
deca	deka
decade	dekade
decadent	dekaden
decades	dekade
decalogue	dekalog
decapitated	terpenggal, dipenggal
decapitation	pemancungan
decatur	decatur
decay	pembusukan
decays	meluruh
decca	decca
deceive	menipu
deceived	ditipu, tertipu
deceiver	penipu
deceiving	menipu
december	desember, december
decency	kesopanan
decentralized	desentralisasi
deceptive	menipu
decibels	desibel
decide	memutuskan, tentukan, putuskan
decided	memutuskan, diputuskan
decides	memutuskan
deciding	memutuskan
deciduous	gugur
decima	decima
decimal	desimal
decimals	desimal
decimating	menebangi
deciphering	menafsirkannya
decision	keputusan
decisions	keputusan
deck	dek
decker	decker, bertingkat
decks	dek, geladak, deck
declaration	deklarasi
declarations	deklarasi
declarative	deklaratif
declare	menyatakan
declared	dideklarasikan
declares	menyatakan
declaring	mendeklarasikan
declassified	declassified
declination	deklinasi
decline	tolak
declined	menolak, ditolak
declines	penolakan
declining	penurunan, menolak
deco	deco, dekorasinya
decoder	decoder
decoding	decoding
decomposition	pembusukan, dekomposisi
decompression	dekompresi
decor	dekorasi
decora	decora
decorated	dihiasi, dihias
decorating	menghias, dekorasi, mendekorasi
decoration	hiasan, dekorasi
decorations	hiasan, dekorasi
decorative	dekoratif
decorator	dekorator
decoys	umpan
decreased	penurunan, berkurang, menurun
decree	dekrit, titah
decrees	dekrit
decrement	pengurangan
dect	dect
ded	ded
dede	dede
dedekind	dedekind
dedes	dedes
dedicated	didedikasikan, berdedikasi
dedicates	mendedikasikan
deduced	menyimpulkan
deducted	dikurangi
deduction	deduksi
deductive	deduktif
dee	dee
deed	akta
deeds	deeds
deemed	dianggap
deep	sedalam, mendalam, deep
deepened	diperdalam
deepening	pendalaman
deepens	memperdalam
deepest	terdalam
deepika	deepika
deepwater	deepwater
deer	kijang, rusa, deer
deere	deere
defaced	dikotori
defacing	mengotori
defacto	defacto
defamed	difitnah
default	default, baku, bawaan, standar
defaults	default, baku
defeat	mengalahkan, kalahkan, kekalahan
defeating	mengalahkan
defecting	membelot
defective	cacat
defence	pembela, pertahanan
defendants	terdakwa
defender	bek, pembela
defending	membela
defends	membela
defense	defense, pembela, pertahanan
defensive	defensif
defer	menangguhkan, tunda
deferred	ditangguhkan
defiance	defiance
deficit	defisit
deficits	defisit
defined	ditentukan, dijelaskan, didefinisikan, terdefinisi
defines	mendefinisikan
defining	mendefinisikan
definition	definisinya, definisi
definitions	definisi
definitive	definitif
deflection	defleksi
deflector	deflektor
deflectors	deflektor
deforest	deforest
deformation	deformasi
deformity	kelainan
defusing	menjinakkan
degener	degener
degenerate	merosot
degenerated	merosot
degeneration	degenerasi
degenerative	degeneratif
degradation	degradasi
degraded	terdegradasi
degrading	merendahkan
degree	gelar, ijazah, derajat
degrees	derajat
deh	deh
dehaan	dehaan
dehydrated	dehidrasi
dehydration	dehidrasi
dehydrogenase	dehidrogenase
dei	dei
deicing	deicing
deism	deisme
deist	deis
deity	dewa, dewi
dej	dej
dek	dek
deke	deke
del	del
dela	dela
delaware	delaware
delay	delay, penundaan, keterlambatan, menunda, tunda
delayed	ditunda, tertunda
delays	penundaan, keterlambatan
delco	delco
delegate	delegasi
delegated	didelegasikan
delegates	delegasi
delegating	mendelegasikan
delegation	delegasi
delete	hapus, delete
deleted	terhapus, dihapus
deleting	menghapus
deletion	penghapusan
delfina	delfina
delft	delft
delgadillo	delgadillo
delhi	delhi
deli	deli
delia	delia
deliberate	disengaja
delicious	sedap, delicious, lezat
delight	kenikmatan
delights	kelezatan
delimiters	pembatas
delirium	delirium
delis	delis
delisted	delisted
deliverables	deliverables
delivered	dikirimkan, dikirim, terkirim, disampaikan
deliveries	pengiriman
delivery	pengiriman, delivery, penayangan, pengantaran
dell	dell
della	della
dellinger	dellinger
delly	delly
delong	delong
delonge	delonge
delores	delores
delos	delos
delph	delph
delphine	delphine
dels	dels
delta	delta
deluded	tertipu
delusion	khayalan, delusi
delusional	delusional, berkhayal, delusi
delusions	delusi
dem	dem
demain	demain
demand	menuntut, permintaan, demand
demanded	menuntut
demands	tuntutan
demarcation	demarkasi
demeaning	merendahkan
dementia	demensia
demerara	demerara
demi	demi
demir	demir
demis	demis
demise	wafatnya
demme	demme
demo	demo
democracy	demokrasi
democrat	demokrat
democratic	demokratik, demokratis, demokrat, demokrasi
democrats	demokrat
demodulator	demodulator
demographic	demografi, demografis
demographics	demografi, demografis
demoiselles	demoiselles
demolished	dibongkar
demolition	penghancuran, pembongkaran
demon	setan, siluman, iblis, demon
demons	setan, siluman, iblis
demonstration	demonstrasi
demonstrations	demonstrasi
demonstrators	demonstran
demoralizing	demoralisasi
demos	demo
demoted	diturunkan
demy	demy
den	den
dena	dena
dendi	dendi
dendrite	dendrit
dendritic	dendritik
dene	dene
denes	denes
denial	penyangkalan
denied	ditolak
denies	menyangkal
denim	denim
denis	denis
denison	denison
denmark	denmark
dennett	dennett
denney	denney
denni	denni
denning	dening
dennings	dennings
deno	deno
denomination	denominasi
denominations	denominasi
denominator	penyebut
denotes	warungnya
denouncing	mencela
dense	padat
density	kepadatan
densmore	densmore
dent	penyok, dent
dental	gigi
dentistry	dentistry
dents	penyok
denunciation	pengaduan, kecaman
denver	denver
deny	deny, mendustakan, menyangkal, sangkal
denying	menyangkal
denys	denys
denzel	denzel
denzil	denzil
deo	deo
deodorant	deodoran
deol	deol
deon	deon
deorbit	deorbit
deorbited	deorbited
deoxyribose	deoksiribosa
dep	dep
departed	almarhum
department	departemen
departments	departemen
departure	pemberangkatan, keberangkatan
departures	keberangkatan
deped	deped
dependence	ketergantungan
dependencies	dependensi, ketergantungan
dependency	dependensi, ketergantungan
dependent	bergantung
depending	bergantung
depends	bergantung, tergantung
depicted	digambarkan
depictions	penggambaran
depleted	habis
deployed	disebarkan, dikerahkan
deploying	menyebarkan
deployment	penyebaran
deployments	penyebaran
deported	dideportasi, deportasi
deporting	mendeportasi
deportivo	deportivo
deposed	digulingkan
deposit	deposito, deposit, setoran
depositary	depositary
deposited	disetorkan
deposition	deposisi
depositions	deposisi
deposits	deposito, setoran
depot	depot, depo
depots	depot
depraved	bejat
depravity	kebejatan
depreciation	depresiasi
depressed	depresi, tertekan
depression	depresi
deprivation	perampasan
dept	dept
deptford	deptford
depth	kedalaman, mendalam
depths	kedalaman
deputies	deputi
deputy	deputi
deq	deq
der	der
dera	dera
derailed	tergelincir
derby	derby
derbyshire	derbyshire
deregulated	diregulasi
deres	deres
derision	ejekan
derivative	turunan
derivatives	derivatif
derives	berasal
deriving	deriving
derm	derm
dermatitis	dermatitis
dern	dern
dero	dero
derrick	derrick
derry	derry
dervish	darwis
dery	dery
deryck	deryck
des	des
desalination	desalinasi
desargues	desargues
desc	desc
descanso	descanso
descartes	descartes
descendant	turunannya, keturunan
descending	menurun
descent	keturunan
described	dijelaskan, digambarkan, diterangkan
describing	menerangkan, menggambarkan, menjelaskan
description	uraian, deskripsi, keterangan
descriptions	deskripsi
descriptive	deskriptif
descriptor	deskriptor
descriptors	deskriptor
desensitization	desensitisasi
desert	gurun, desert
deserted	sepi
deserters	desertir
desertion	desersi
deserves	layak
deshmukh	deshmukh
deshpande	deshpande
desi	desi
design	disain, design, desain
designated	ditunjuk
designators	designators
designed	dirancang, merancang, didesain
designer	perancang, designer, desainer
designers	perancang, desainer
designs	desain
desire	desire, keinginan, hasrat
desired	diinginkan
desiree	desiree
desires	keinginan, hasrat
desk	meja
desktop	dekstop, desktop
desktops	desktop
despair	keputusasaan
desperados	desperados
despina	despina
despised	dihina
despotism	despotisme
desrosiers	desrosiers
dessert	dessert
dessin	dessin
dessins	dessins
destin	destin
destination	tujuan, destination, destinasi
destinations	destinasi
destined	ditakdirkan
destiny	destiny, takdir
destitute	melarat
destroyed	dihancurkan, hancur, dimusnahkan, menghancurkan
destroyer	destroyer, perusak, penghancur
destroyers	penghancur
destroying	menghancurkan
destruction	penghancuran, pengrusakan, kehancuran
destructive	destruktif, merusak
det	det
detached	terpisah, terlepas, dilepas, dilepaskan
detail	perincian, rincian, detail, detil
detailed	terperinci, rinci
detailing	detailing, merinci
details	perincian, rincian, detil, detail
detained	ditahan
detainees	tahanan, narapidana
detect	deteksi, mendeteksi
detected	terdeteksi, dideteksi, mendeteksi
detecting	mendeteksi
detection	deteksi
detective	detective, detektif
detectives	detective, detektif
detector	detektor
detectors	detektor
detects	mendeteksi
detention	hukuman, penahanan
detergent	deterjen
detergents	deterjen
deteriorated	memburuk
deteriorating	memburuk
determination	tekad, penentuan
determined	ditentukan, bertekad
determines	menentukan
determining	menentukan
determinism	determinisme
deterrence	deterensi
deterrent	jera
dethroned	dilengserkan
detonated	diledakkan
detonates	meledakkan
detonation	peledakan
detonator	detonator
detonators	detonator
detoxification	detoksifikasi
detroit	detroit
deuce	deuce
deuterium	deuterium
deutsch	deutsch
deutscher	deutscher
dev	dev
devan	devan
devanagari	devanagari
devastating	menghancurkan
devastator	devastator
developed	dikembangkan, mengembangkan
developer	pengembang, developer
developers	pengembang
developing	berkembang, kembangkan, mengembangkan
development	pengembangan, perkembangan, pembangunan
developments	perkembangan
deventer	deventer
devi	devi
deviant	menyimpang
deviate	menyimpang
deviation	penyimpangan
device	perangkat, peranti
devices	perangkat
devil	setan, iblis, devil
devious	licik
devoe	devoe
devon	devon
devonshire	devonshire
devotee	pemuja
devotees	pemuja
devotes	mengabdikan
devoting	mengabdikan
devotion	pengabdian
devoured	melahap
devouring	melahap
dew	embun, dew
dewar	dewar
dewey	kwek, dewey
deworming	cacingan
dex	dex
dexter	dexter
dextran	dekstran
dey	dey
dez	dez
dfa	dfa
dfd	dfd
dfe	dfe
dfl	dfl
dfm	dfm
dfs	dfs
dfv	dfv
dgc	dgc
dgs	dgs
dha	dha
dhami	dhami
dhar	dhar
dharamsala	dharamsala
dharma	dharma
dharwad	dharwad
dhcp	dhcp
dhd	dhd
dheeraj	dheeraj
dhofar	dhofar
dhp	dhp
dhr	dhr
dhs	dhs
dhtml	dhtml
dia	dia
diabetes	diabetes
diabetic	diabetes
diablos	diablos
diacritical	diacritical
diacritics	diacritics
diadem	diadem
diadochi	diadokhoi
diaeresis	diaeresis
diagnosed	didiagnosis, didiagnosa
diagnoses	diagnosa, diagnosis
diagnosis	diagnosa, diagnosis
diagnostic	diagnosa, diagnostik
diagonal	diagonal
diagram	diagram
diagrams	diagram
dial	dial
dialect	dialek, amoy
dialectical	dialectical
dialects	dialek
dialog	dialog
dialogs	dialog
dialogue	dialog
dialogues	dialog
dials	memanggil
diamante	diamante
diamantina	diamantina
diameter	diameter
diamond	berlian, diamond, intan
diamondbacks	diamondbacks
diamonds	berlian, intan, wajik, diamonds
diana	diana
diane	diane
diaper	popok
diapers	popok
diaphragm	diafragma
diaries	diaries
diarrhea	diare
diary	diary
diastolic	diastolik
diatonic	diatonis
diaz	diaz
dib	dib
diba	diba
dibs	bekel
dice	dadu
dich	dich
dick	dick
dickens	dickens
dickey	dickey
dickie	dickie
dicks	penis
dickson	dickson
dicky	dicky
dict	dict
dictated	didikte
dictates	mendikte
dictating	mendikte
dictation	dikte
dictator	diktator
dictators	diktator
dictatorship	kediktatoran
dictatorships	kediktatoran
dictionaries	kamus
dictionary	kamus
diddly	nipis
diddy	diddy
diderot	diderot
didi	didi
dido	dido
didot	didot
didymus	didymus
die	die, mati
died	meninggal
diego	diego
dielectric	dielektrik
diels	diels
diem	diem
dies	die, dies
diesel	diesel
diest	diest
diet	diet
diethyl	dietil
dieting	diet
dietrich	dietrich
diets	diet
diff	diff
differ	berbeda
difference	bedanya, perbedaan
differences	perbedaan, perbedaannya
different	beda, berbeda
differential	diferensial
differentiation	diferensiasi
differs	berbeda
difficult	susah, sulit, sukar
difficulties	kesukaran, kesulitan
difficulty	kesukaran, kesempitan, kesusahan, kesulitan
diffraction	difraksi
diffs	diffs
diffusion	difusi
difluoride	difluorida
dig	menggali, dig, gali
digby	digby
digest	mencerna, digest, intisari
digested	dicerna
digesting	mencerna
digestion	pencernaan
digestive	pencernaan
digests	digest
digg	digg
digger	digger, penggali
diggers	penggali
digging	menggali
diggs	diggs
digi	digi
digit	digit
digital	digital
digits	digit
dignified	bermartabat
dignity	bermartabat, martabat
digo	digo
digos	digos
digraphs	digraf
digs	menggali, penggalian
dih	dih
dihedral	dihedral
dijkstra	dijkstra
dijon	dijon
dike	dike
dil	dil
dilapidated	bobrok
dilated	melebar
dilation	pelebaran
dildo	dildo
dildos	dildo
dilemma	dilema
dilettanti	dilettanti
dilg	dilg
diligence	ketekunan
dill	dill
dillard	dillard
diller	diller
dillinger	dillinger
dillman	dillman
dillon	dillon
diluted	diencerkan
dim	dim, redup
dimaggio	dimaggio
dimension	dimensi, dimension
dimensions	dimensi
dimer	dimer
dimethyl	dimetil
dimitar	dimitar
dimming	meredup
dimple	dimple
dimples	lesung
din	din
dina	dina
dinara	dinara
dinars	dinar
dinas	dinas
diners	diners
ding	ding
dingle	dingle
dingo	dingo
dings	bantingan
dining	bersantap
dinitrogen	dinitrogen
dink	dink
dinklage	dinklage
dinner	dinner
dinning	meributkan
dino	dino
dinos	dinos
dinosaur	dinosaurus
dinosaurs	dinosaurus
dio	dio
dioceses	dioceses
diocletian	diokletianus
diode	dioda, diode
diodes	diodes
diodorus	diodoros
diogenes	diogenes
diol	diol
diomede	diomede
dionysos	dionysos
dios	dios
dioxide	dioksida
dip	mencelupkan, dip, celupkan
dipa	dipa
diphosphate	difosfat
diphthong	diftong
diploma	ijazah, diploma
diplomacy	diplomasi
diplomas	diploma
diplomat	diplomat
diplomatic	diplomatis, diplomatik
diplomats	diplomat
dipped	dicelupkan, dicelup
dipper	gayung
dips	celupan
dirac	dirac
direct	direct, langsung
directed	diarahkan, disutradarai, sutradara
directing	menyutradarai, mengarahkan
direction	arah, direction
directional	directional
directions	arah
directive	direktif
directives	direktif
director	sutradara, direktur
directories	direktori
directors	direksi, sutradara
directory	direktori
dirham	dirham
dirhams	dirham
dirichlet	dirichlet
dirk	dirk
dirks	dirks
dirt	kotoran, dirt
dirtiest	koruptor
dirty	kotor, jorok, dirty
dis	dis
disabilities	disabilitas
disability	cacat, disabilitas, kecacatan
disabled	dinonaktifkan, dimatikan, nonaktif
disables	penonaktifan
disabling	menonaktifkan
disadvantaged	dhuafa
disadvantages	kekurangan
disagreements	ketidaksetujuan
disallowed	dilarang
disappear	menghilang
disappearances	penghilangan, menghilangnya
disappeared	menghilang
disappearing	menghilang
disappears	menghilang
disappointed	kecewa
disappointing	mengecewakan
disappointments	kekecewaan
disarmed	dilucuti, melucuti
disarming	melucuti
disassembled	dibongkar
disaster	bencana, musibah
disasters	bencana
disbanded	dibubarkan
disbelief	kekafiran, ketidakpercayaan
disc	disc, diska, cakram, disk
discarded	dibuang
discharge	pengosongan, debit
discharging	dikosongkan, mengosongkan
disciple	murid
disciples	murid
discipline	disiplin
disciplined	disiplin
disciplines	disiplin
disciplining	mendisiplinkan
disclaimers	penyangkalan
disclosed	diungkapkan
disclosure	pengungkapan
disco	disco, disko
discomfort	ketidaknyamanan
disconnect	putus, putuskan
disconnected	diputuskan, terputus, diputus
disconnecting	memutuskan, memutus
discontent	ketidakpuasan
discord	perselisihan
discos	discos
discotheque	kalua
discount	diskon
discounts	diskon
discours	discours
discourse	wacana
discovered	ditemukan, menemukan, ketahuan
discoveries	penemuan
discovery	temuan, penemuan, discovery
discredited	mendiskreditkan
discrete	diskret
discretion	kebijaksanaan
discriminates	mendiskriminasi
discriminating	diskriminatif
discrimination	diskriminasi
discs	cakram
discus	discus
discuss	membahas, bahas, diskusikan, berdiskusi
discussed	didiskusikan, dibahas
discussing	membahas, mendiskusikan, berdiskusi
discussion	diskusi
discussions	diskusi
disease	penyakit
diseases	penyakit
disestablished	disestablished
disgraced	dipermalukan
disguise	menyamar, menyamarkan
disguised	disamarkan
disguises	penyamaran
disgust	jijik
disgusted	jijik
dish	hidangan, dish, piring
dishes	piring
disheveled	kusut
disinfectant	disinfektan
disintegration	disintegrasi
disjunction	disjungsi
disk	disk, diska, cakram
diskette	disket
disks	disk, diska
dislocated	dislokasi
dislodged	copot
disloyalty	ketidaksetiaan
dismal	suram
dismantled	dibongkar
dismantling	membongkar
dismissal	pemecatan
dismissed	dibubarkan, diberhentikan
disney	disney
disobedience	ketidaktaatan, ketidakpatuhan, pembangkangan, durhaka
disobeyed	mendurhakai
disobeys	mendurhakai
disodium	dinatrium
disorder	gangguan, penyimpangan, kelainan
disorders	gangguan
dispatch	dispatch
dispensary	apotik
dispensations	dispensasi
dispenser	dispenser
dispersal	penyebaran
disperse	membubarkan, bubar
dispersed	tersebar
displacement	pemindahan, displacement, perpindahan
displacing	menggusur
display	tampilkan, tampilan, display
displaying	menampilkan
disposal	pembuangan
disposed	dibuang
disposition	disposisi
disproved	dibantah
dispute	sengketa, persengketaan, perselisihan
disputed	disengketakan, sengketa
disputes	sengketa, perselisihan, persengketaan
disputing	bersengketa
disqualified	diskualifikasi, didiskualifikasi
disregarded	diabaikan
dissected	dibedah, membedah
dissecting	membedah
dissections	pembedahan
disseminated	disebarluaskan
disseminating	menyebarluaskan
dissenters	pembangkang
dissertation	disertasi
dissidents	dissidents
dissipation	disipasi
dissociation	disosiasi
dissociative	disosiatif
dissolution	pembubaran
dissolve	membubarkan, melarutkan
dissolved	dibubarkan
dissolves	melarutkan
dissolving	melarutkan
dissonance	disonansi
distance	kejauhan, jarak
distant	jauh
distemper	distemper
distillation	penyulingan
distilled	suling
distillers	penyuling
distillery	penyulingan
distinction	perbedaan
distinguished	dibedakan, terhormat
distorted	terdistorsi
distorting	mendistorsi
distortion	distorsi
distorts	mendistorsi
distracted	teralihkan, terganggu
distracting	mengganggu
distraction	selingan, pengalihan
distress	marabahaya
distributed	didistribusikan
distributes	mendistribusikan
distributing	mendistribusikan
distribution	distribusi
distributions	distribusi
distributor	distributor, penyalur
distributors	distributor
district	distrik, kecamatan, raionul, kabupaten, daerah
districts	distrik
distro	distro
disturb	ganggu
disturbance	gangguan
disturbed	terganggu
disulfide	disulfida
dit	dit
dita	dita
ditch	selokan, parit
ditching	membolos
ditto	ditto
diu	diu
diuretic	diuretik
div	div
diva	diva
divan	divan
divas	diva
dive	dive, menyelam
diver	diver, penyelam
divergence	divergensi
divergent	divergent
divers	penyelam
diverse	beragam
diversification	diversifikasi
diversified	diversifikasi
diversion	pengalihan
diversity	keragaman, keanekaragaman, keberagaman
diverted	dialihkan
dives	penyelaman, dives
divide	membagi, kesenjangan
divided	dibagi, terbagi
dividend	dividen
dividends	dividen
divination	ramalan
divine	ilahi, divine, illahi
diving	diving, selam, menyelam
divis	divis
division	divisi, pembagian, division
divisions	divisi, pembagian
divisor	pembagi
divisors	divisors
divorce	perceraian, bercerai
divorced	bercerai, cerai
divorces	perceraian
divorcing	menceraikan
diwan	diwan
diwani	diwani
dix	dix
dixie	dixie
dixon	dixon
dixons	dixons
diy	diy
diyarbakir	diyarbakir
diyas	diyas
diz	diz
dizzy	pusing
dizzying	memusingkan
djakarta	djakarta
djed	djed
dji	dji
djibouti	djibouti
djs	dj
djvu	djvu
dka	dka
dkr	dkr
dlc	dlc
dle	dle
dll	dll
dlna	dlna
dlp	dlp
dlr	dlr
dma	dma
dmca	dmca
dmd	dmd
dme	dme
dmf	dmf
dmg	dmg
dmi	dmi
dmitri	dmitri
dmitrii	dmitrii
dmk	dmk
dmr	dmr
dms	dms
dmso	dmso
dmsp	dmsp
dmt	dmt
dmu	dmu
dmv	samsat, dmv
dmz	dmz
dna	dna
dnb	dnb
dnc	dnc
dnepr	dnepr
dnepropetrovsk	dnepropetrovsk
dnp	dnp
dnq	dnq
dnr	dnr
dns	dns
dob	dob, tl
dobb	dobb
dobbie	dobbie
doberman	doberman
doble	doble
dobson	dobson
doc	doc, mbah, dok
dock	dok, dermaga, dock
docked	berlabuh
docker	docker
docking	docking
docklands	docklands
docks	dermaga
docs	dokumen
doctor	doktor, dokter, doctor
doctorate	doktor
doctored	mengobati
doctors	dokter
doctrine	doktrin, ajaran
doctrines	doktrin
document	dokumen
documentaries	dokumenter
documentary	dokumenter
documentation	dokumentasi
documented	didokumentasikan
documenting	mendokumentasikan
documents	dokumen
dod	dod
dodd	dodd
dodds	dodds
dodge	dodge, menghindar
dodger	dodger
dodgers	dodgers
dodie	dodie
dodo	dodo
doe	doe
dof	dof
dog	anjing, dog
dogfights	dogfight
dogfish	dogfish
doggy	doggy
dogma	dogma
dogs	anjing
dogtown	dogtown
doh	duh, doh
dohc	dohc
doi	doi
doin	doin
doing	melakukan
dois	dois
doisneau	doisneau
dojo	dojo
dol	dol
dolce	dolce
dole	sedekah, dole
dolina	dolina
doll	boneka
dollar	dollar, dolar
dollars	dollars, dollar, dolar
dolley	dolley
dolls	boneka
dolly	dolly
dolma	dolma
dolomite	dolomit
dolomites	dolomites
dolor	dolor
dolphin	dolphin
dolphins	dolphins
dom	dom
doma	doma
domain	domain, ranah
domains	domain, ranah
dome	kubah, dome
domed	berkubah
domenech	domenech
domesday	domesday
domestic	prt, domestik
domestication	domestikasi
dominance	dominasi
dominant	dominan
dominated	didominasi, mendominasi
dominating	mendominasi
domination	dominasi
domineering	mendominasi
domingue	domingue
domingues	domingues
domini	domini
dominica	dominika
dominican	dominika
dominicans	dominika
dominick	dominick
domino	domino
dominoes	domino
dominos	domino
domke	domke
don	don
donald	donald, donal
donar	donar
donated	sumbangan, disumbangkan, menyumbang
donating	menyumbangkan, mendonasikan, menyumbangkannya
donation	donasi, sumbangan
donations	donasi, sumbangan
doncaster	doncaster
done	selesai, beres, dilakukan, done
donelson	donelson
doner	döner
dong	dong
donga	donga
doni	doni
donis	donis
donk	donk
donkey	donkey, keledai
donned	mengenakan
donnell	donnell
donor	penyumbang, donor, pendonor
donors	penyumbang, donor, donatur
donovan	donovan
dons	dons
dont	jangan, dont
donum	donum
donut	donut, donat
donuts	donuts, donat, donut
doodle	doodle, sketsa
doodles	coretan, sketsa
dookie	dookie
dooley	dooley
doom	azab, malapetaka
doomed	ditakdirkan
doomsday	kiamat
door	pintu, door
doors	pintu, doors
dop	dop
dopa	dopa
dope	dope
doping	doping
doppler	doppler
dora	dora
dorados	dorados
dorcas	dorkas
dorchester	dorchester
dore	dore
dorey	dorey
dorf	dorf
dorfman	dorfman
dorian	dorian
doric	dorie
dorje	dorje
dorking	dorking
dormant	terbengkalai
dormer	dormer
dormitories	asrama
dormitory	asrama
dormouse	dormouse
dorms	asrama
dorn	dorn
doron	doron
dorothy	dorothy
dorough	dorough
dorsal	dorsal
dorset	dorset
dorsetshire	dorsetshire
dory	dory
dos	dos
dosage	dosis, dosisnya
dose	dosis, dosisnya
doses	dosis
dossiers	dossiers
dot	dot
dota	dota
dotcom	dotcom
dots	dots, noktah
dotty	dotty
douala	douala
douay	douay
double	double, ganda, dobel, gandakan
doubleday	doubleday
doubler	doubler
doubles	ganda
doublet	doublet
doubling	menggandakan
doubt	meragukan, keraguan, ragukan, ragu
doubting	meragukan
doubts	keraguan, ragu
douche	douche
doug	doug
dough	adonan, dough
doughnut	donat
doughnuts	donat
douglas	douglas
doused	disiram
dove	dove, merpati
dover	dover
doves	merpati
dow	dow
dowager	janda
dower	dower, mahar
down	turun, down, turunkan
downer	downer
downers	downers
downes	downes
downey	downey
downhill	turunan, menurun
downie	downie
downing	downing
download	download, unduhan, mengunduh, unduh
downloaded	mengunduh, diunduh
downloading	pengunduhan, mengunduh
downloads	download, unduhan, unduh, pengunduhan
downriver	hilir
downs	downs, surut
downside	downside
downtown	downtown
downtrodden	tertindas
downy	downy
dowries	mahar
dowry	mahar
dozen	lusin, lusinan, selusin, belasan
dozens	lusinan, puluhan, belasan
dozier	dozier
dpc	dpc
dpd	dpd
dpi	dpi
dpr	dpr
dps	dps
dpt	dpt
dra	dra
draa	draa
drab	menjemukan
drachma	drachma
drachmas	drachma
dracula	dracula, drakula
draeger	draeger
draft	draf, draft, konsep
drafting	penyusunan
drafts	draf, draft, konsep
drag	drag, seret, menyeret
dragged	diseret, terseret
dragging	menyeret
dragomir	dragomir
dragon	dragon, naga
dragonflies	capung
dragons	dragons, naga
dragoon	dragoon, dragon
drain	menguras
drainage	drainase
drained	terkuras, mengeringkan, dikeringkan
draining	pengeringan
drake	drake
drakes	drakes
drama	drama
dramas	drama
dramatic	dramatis
drapeau	drapeau
drapes	tirai
drastic	drastis
dravida	dravida
draw	draw, imbang, menggambar
drawer	laci
drawers	laci
drawing	gambar, menggambar
drawn	digambar, ditarik
drayton	drayton
drc	drc
dre	dre
dread	ngeri
dreaded	ditakuti
dreadful	mengerikan
dream	impian, mimpi, dream
dreamer	pemimpi, dreamer
dreamers	pemimpi
dreamgirls	dreamgirls
dreaming	memimpikan, bermimpi
dreamland	dreamland
dreams	mimpi, impian, dreams
dreamy	mimpikan, impian
dredge	mengeruk
dredged	dikeruk
dredging	pengerukan
dregs	ampas
dress	baju, gaun, dress
dressed	berpakaian
dresses	gaun, daster
dressing	sandang
dressler	dressler
drew	drew
drexel	drexel
dreyfus	dreyfus
dri	dri
dribble	giring
drie	drie
dried	dikeringkan, dijemur
dries	dries
driest	terkering
drift	melayang, drift
drifter	drifter
drifters	drifters
drifting	hanyut
drill	bor
drilled	dibor
driller	pengebor
drilling	pengeboran
drink	minuman, minumlah, minum
drinker	peminum
drinkers	peminum
drinking	minum
drinks	minuman, minum
drip	menetes, tetesan
dripping	menetes, tetesan
drips	menetes
dritten	dritten
drive	kandar, mengemudi, drive
driven	driven, didorong
driver	supir, sopir, penggerak, driver, pengemudi
drivers	pengemudi, driver
drives	kandar, drive
driving	menyetir, mengemudi, berkendara
drm	drm
drn	drn
drogue	drogue
droids	droid
droit	droit
droits	droits
drone	drone
drones	drone
drongo	srigunting
droning	mendengung
drool	liur
drooping	terkulai
drop	drop, jatuhkan
dropkick	dropkick
droplets	tetesan
dropped	dijatuhkan, menjatuhkan
dropping	pantura, menjatuhkan
drops	tetesan, tetes
dross	dross
drost	drost
droste	droste
drought	kekeringan, kemarau
droves	berbondong
droving	mengiring
drown	tenggelamkan, tenggelam
drowned	tenggelamkan, tenggelam
drowning	tenggelam
drownings	penenggelaman
droz	droz
drs	drs
drug	obat, narkoba
drugged	dibius, membius
drugging	membius
drugs	obat, narkoba
drugstore	apotek
druid	druid
druids	druids
druk	druk
drum	genderang, drum
drummer	drumer, drummer
drummers	drummer
drumming	drum
drummond	drummond
drums	genderang, drum, gendang
drumstick	paha
drunk	mabuk, drunk
drunkard	pemabuk
drury	drury
druze	druze
dry	dry, mengeringkan, kering, keringkan
dryad	driad
dryas	dryas
dryer	dryer, pengering
dryers	pengering
drying	pengeringan, menjemur
dsa	dsa
dsc	dsc
dsd	dsd
dsdna	dsdna
dse	dse
dsl	dsl
dsm	dsm
dsn	dsn
dso	dso
dsp	dsp
dsrna	dsrna
dss	dss
dst	dst
dsu	dsu
dsv	dsv
dta	dta
dtd	dtd
dti	dti
dtl	dtl
dtm	dtm
dtmf	dtmf
dtr	dtr
dts	dts
dtv	dtv
dua	dua
dual	dual
dualism	dualisme
dualities	dualitas
duan	duan
duars	duars
duas	duas
dub	dub
dubai	dubai
dubbed	dijuluki
dubbing	dubbing
dubey	dubey
dubia	dubia
dubious	meragukan
dublin	dublin
dubliners	dubliners
dubois	dubois
dubs	dubs
duc	duc
duca	duca
ducats	ducat
duchamp	duchamp
duchess	duchess
duchesse	duchesse
duchies	ernestine
duchovny	duchovny
duchy	kadipaten
duck	bebek, itik
ducke	ducke
ducks	itik
ducky	ducky
ductus	ductus
dude	sobat, dude, bung
dudes	dudes
dudley	dudley
due	due
dueling	duel
duelling	duel
duels	duel
duero	duero
dues	iuran
